username,full_text,clean_text,dominant_topic,topic_label,topic_prob,prob_topik_0,prob_topik_1,prob_topik_2,prob_topik_3,prob_topik_4,prob_topik_5
KinantiArizti,@Zhy_695 @gojekindonesia @TokopediaCare tp itu dia ada foto pas dia nyelesain pesenannya kak harusnya sistematisnya sama dong,tapi itu dia ada foto pas dia nyelesain pesenannya kakak harusnya sistematisnya sama,3,Durasi Pengiriman Barang,0.8077018398919462,0.01667715709223322,0.01689662433254266,0.1251226470104124,0.8077018398919462,0.01673820925689243,0.016863522415972994
FlowrCity,"@KinantiArizti @gojekindonesia @TokopediaCare Emmm gimana ya, emang foto barang pas kita selesain itu gak kesimpen di memori hp kita",emm bagaimana ya memang foto barang pas kita selesain itu tidak_kesimpen di memori hp kita,3,Durasi Pengiriman Barang,0.8396815786450957,0.10438516645281966,0.013958014407404492,0.013988710747209915,0.8396815786450957,0.01398861435796943,0.013997915389500912
chanpw_,@KinantiArizti @gojekindonesia @TokopediaCare CS tokped emang isinya orang2 tolol doank,cs tokopedia memang isinya orang2 tolol doank,3,Durasi Pengiriman Barang,0.8329179566673017,0.03336126513048921,0.03333335172240189,0.03350182407909688,0.8329179566673017,0.03355224937983387,0.033333353020876325
jnessy_,"@KinantiArizti @gojekindonesia @TokopediaCare cek cctv drop off treasury tgl 10 jam 4 sesuai foto, bener ga dia ninggalin barang itu? klo jam 6 kurang dia ke treasury lagi buat drop off, lantas jam 4 barangnya yg dikasih apa dan kemana?",cek cctv drop off treasury tanggal 10 jam 4 sesuai foto bener tidak_dia ninggalin barang itu kalau jam 6 kurang_dia ke treasury lagi buat drop off lantas jam 4 barangnya yang diberikan apa dan kemana,3,Durasi Pengiriman Barang,0.5561395930721035,0.00881410000115154,0.008819680647789369,0.00896261690768054,0.5561395930721035,0.4084050616901683,0.008858947681106809
sweethurt_99,@KinantiArizti @isaac_phone @gojekindonesia @TokopediaCare Ada CCTV kan di sekitar? Bisa disertakan video/gambar barang pas serah Terima atau minimal pas dibawa masuk setelah diantar pake rekaman CCTV nya. Driver ga akan bisa ngelak,ada cctv kan di sekitar bisa disertakan video gambar barang pas serah terima atau minimal pas dibawa masuk setelah diantar pakai rekaman cctv nya driver tidak_akan bisa ngelak,3,Durasi Pengiriman Barang,0.7790568195547931,0.1761737485085447,0.011118767474848933,0.0112738819571462,0.7790568195547931,0.011190147244012058,0.011186635260655005
KinantiArizti,@gojekindonesia @TokopediaCare di jam 17.34 kita mulai hubungin si abangnya karna dari pesanan di selesaikan di jam 4 dia engga hubungin kita samsek. disini kita minta live loc sama dia cuman dikirim titik location doang. Logikanya dari ancol ke senayan harusnya paling lama 1 jam tapi ini sampe 4 jam lebih https://t.co/5pmrx6Zxga,di jam 17 34 kita mulai hubungi si abangnya karena dari pesanan di selesaikan di jam 4 dia tidak_hubungi kita samsek disini kita minta live loc sama dia cuman dikirim titik location saja logikanya dari ancol ke senayan harusnya paling lama 1 jam tapi ini sampai 4 jam lebih,3,Durasi Pengiriman Barang,0.6566751468653941,0.005767684891424363,0.005753468237993531,0.005755750354355022,0.6566751468653941,0.32027093971698356,0.005777009933849398
KinantiArizti,@imelitaww @gojekindonesia @tokopedia @TokopediaCare better dateng langsung aja kak buat pick up barangnya setelah ada pengalaman kaya gini,better datang langsung saja kakak buat pick up barangnya setelah ada pengalaman seperti begini,3,Durasi Pengiriman Barang,0.5766441672151587,0.24639221082347723,0.015340778700182515,0.13101447997973045,0.5766441672151587,0.015225753602362514,0.01538260967908845
KinantiArizti,@isaac_phone @gojekindonesia @TokopediaCare waktu terima barang posisi dia tuh kaya mau buru buru pergi gitu karna udh malem juga jd kita engga kepikiran buat foto pas terima barang,waktu terima barang posisi dia itu seperti mau buru buru pergi begitu karena sudah malem juga jadi kita tidak_kepikiran buat foto pas terima barang,3,Durasi Pengiriman Barang,0.9560308506383052,0.008791115068082316,0.008781493008722614,0.00877243281750066,0.9560308506383052,0.00882792245323739,0.008796186014152028
tokopedia,"@jae67890 @TokopediaCare Hai kak, coba kamu informasikan secara detail lewat live chat yang ada di apps Tokopedia ya kak",hai kakak coba kamu informasikan secara detail lewat _l_i_v_e_ _c_h_a_t_ yang ada di apps tokopedia ya kakak,2,Pengecekan via Direct Message,0.9535214732967359,0.009297471579588346,0.009286346706273466,0.9535214732967359,0.009293671780250654,0.009273835069122183,0.00932720156802938
JNECare,"@rosen_ocen @TokopediaCare Baik kak Rosen, admin cek DM nya dahulu ya. Thanks ^Dani",baik kakak rosen admin cek dm nya dahulu ya _t_e_r_i_m_a_ _k_a_s_i_h_ dani,2,Pengecekan via Direct Message,0.4716375316043513,0.015165362180232447,0.4676398655638292,0.4716375316043513,0.015180378481589592,0.015172862230088884,0.015203999939908727
JNECare,"@AgungWidhi_ @JNE_ID @TokopediaCare Hai kak Agung, mohon maaf atas ketidaknyamananya. Untuk info lebih lanjut, Kim sudah sampaikan via DM ya kak. Thanks ^Kim",hai kakak agung _m_o_h_o_n_ _m_a_a_f_ atas ketidaknyamananya untuk info lebih lanjut kim _s_u_d_a_h_ _s_a_m_p_a_i_kan _v_i_a_ _d_m_ ya kakak _t_e_r_i_m_a_ _k_a_s_i_h_ kim,1,Protokol Standar Customer Service,0.9508772815558696,0.009815006682751936,0.9508772815558696,0.00983491294576735,0.009829087990112902,0.009808093763747524,0.009835617061750715
JNECare,"@MediaKonsumenID @TokopediaCare @IKEA_Ind Hai kak, mohon maaf atas ketidaknyamanannya. Untuk hal tsb, infonya sudah disampaikan via DM ya kak. Thanks ^Wina",hai kakak _m_o_h_o_n_ _m_a_a_f_ _a_t_a_s_ _k_e_t_i_d_a_k_n_y_a_m_a_n_a_n_n_y_a_ untuk hal tersebut infonya sudah disampaikan _v_i_a_ _d_m_ ya kakak _t_e_r_i_m_a_ _k_a_s_i_h_ wina,1,Protokol Standar Customer Service,0.9508765716046776,0.009822794337983826,0.9508765716046776,0.00983490035238149,0.009811492516224178,0.009817358751173212,0.009836882437559761
JNECare,@ib_kahfi @AgungWidhi_ @JNE_ID @TokopediaCare @tokopedia Hai kak Kahfi. Informasi lebih lanjut akan kami respon via DM ya kak. Thanks ^Ovi,hai kakak kahfi informasi lebih lanjut akan kami respon _v_i_a_ _d_m_ ya kakak _t_e_r_i_m_a_ _k_a_s_i_h_ ovi,1,Protokol Standar Customer Service,0.944321882124912,0.011114925583957136,0.944321882124912,0.01116869948117198,0.011119729911802781,0.011126008806036352,0.011148754092119737
JNECare,"@happyymeeeee @JNE_ID @TokopediaCare Hai kak, mohon maaf sebelumnya. Perihal informasi kiriman kami cek kembali DM nya ya kak. Thanks ^Aura",hai kakak _m_o_h_o_n_ _m_a_a_f_ sebelumnya perihal informasi kiriman kami cek kembali dm nya ya kakak _t_e_r_i_m_a_ _k_a_s_i_h_ aura,1,Protokol Standar Customer Service,0.767079257009518,0.009272539615189344,0.767079257009518,0.1958097565611135,0.009272144997961175,0.009275022642039448,0.009291279174178562
JNECare,"@happyymeeeee @JNE_ID @TokopediaCare Halo kak, mohon maaf sudah membuat kakak tidak nyaman. Jika sedang menunggu kiriman yg belum sampai, mohon diinfokan no resinya via DM agar admin cek dan infokan lebih lanjut paketnya ya kak :) Thanks ^Rosi",halo kakak _m_o_h_o_n_ _m_a_a_f_ sudah membuat kakak tidak_nyaman jika sedang menunggu kiriman yang belum_sampai mohon diinfokan nomor _n_o_m_o_r_ _r_e_s_i_ _v_i_a_ _d_m_ agar admin cek dan infokan lebih lanjut paketnya ya kakak _t_e_r_i_m_a_ _k_a_s_i_h_ rosi,1,Protokol Standar Customer Service,0.8718759513508484,0.005084941683455809,0.8718759513508484,0.005090566417233977,0.0050730200572617025,0.046775161593966545,0.06610035889723366
jntexpressid,"@fffgf76103553 @TokopediaCare @tokopedia Halo kak, mohon maaf atas ketidaknyamanan yang terjadi, mohon diinfokan no resinya agar kami dapat menindaklanjuti laporan anda, terima kasih :)",halo kakak _m_o_h_o_n_ _m_a_a_f_ atas ketidaknyamanan yang terjadi mohon diinfokan nomor _n_o_m_o_r_ _r_e_s_i_ agar kami dapat menindaklanjuti laporan anda _t_e_r_i_m_a_ _k_a_s_i_h_,1,Protokol Standar Customer Service,0.9534187748288928,0.009407582753444017,0.9534187748288928,0.009283577439931485,0.009283899107297218,0.009307824721148368,0.009298341149286075
JNECare,"@nadinemackerel @TokopediaCare @tokopedia Hi Kak Nadine, mohon maaf perihal tsb. Informasi kiriman sudah kami sampaikan via DM ya, mohon dicek :) Thanks ^Clava",hi kakak nadine _m_o_h_o_n_ _m_a_a_f_ perihal tersebut informasi kiriman sudah kami sampaikan _v_i_a_ _d_m_ ya mohon dicek _t_e_r_i_m_a_ _k_a_s_i_h_ clava,1,Protokol Standar Customer Service,0.9560571499661695,0.008785441415693455,0.9560571499661695,0.00878657696997799,0.008777920910502795,0.008782370841741095,0.00881053989591515
JNECare,"@AgungWidhi_ @JNE_ID @TokopediaCare Hai kak Agung, mohon maaf atas ketidaknyamanannya. Perihal tsb, mohon diinformasikan nomor resi paketnya via DM ya kak agar dapat kami cek. Thanks ^Wina",hai kakak agung _m_o_h_o_n_ _m_a_a_f_ _a_t_a_s_ _k_e_t_i_d_a_k_n_y_a_m_a_n_a_n_n_y_a_ perihal tersebut mohon diinformasikan nomor _n_o_m_o_r_ _r_e_s_i_ paketnya _v_i_a_ _d_m_ ya kakak agar dapat kami cek _t_e_r_i_m_a_ _k_a_s_i_h_ wina,1,Protokol Standar Customer Service,0.9651846362434582,0.006964689428356158,0.9651846362434582,0.006976844661194773,0.006946068214230159,0.006957849684439475,0.006969911768321212
tokopedia,"@x0o168 @TokopediaCare Hai kak, coba kamu informasikan secara detail lewat live chat yang ada di apps Tokopedia ya kak",hai kakak coba kamu informasikan secara detail lewat _l_i_v_e_ _c_h_a_t_ yang ada di apps tokopedia ya kakak,2,Pengecekan via Direct Message,0.9535214732967359,0.009297471579588346,0.009286346706273466,0.9535214732967359,0.009293671780250654,0.009273835069122183,0.00932720156802938
tokopedia,"@alymondyss Hai kak, jika terjadi kendala kamu bisa ke live chat di apps Tokopedia atau kirim invoice nya dan jangan lupa tag @tokopediacare ya kak",hai kakak jika terjadi kendala kamu bisa ke _l_i_v_e_ _c_h_a_t_ di apps tokopedia atau kirim invoice nya dan jangan_lupa tag ya kakak,2,Pengecekan via Direct Message,0.8967883978016935,0.008363846955068742,0.00835788888925374,0.8967883978016935,0.06973679938445694,0.008353749663700179,0.00839931730582708
tokopedia,"@lisilism Hai kak, jika terjadi kendala kamu bisa ke live chat di apps Tokopedia atau kirim invoice nya dan jangan lupa tag @tokopediacare ya kak",hai kakak jika terjadi kendala kamu bisa ke _l_i_v_e_ _c_h_a_t_ di apps tokopedia atau kirim invoice nya dan jangan_lupa tag ya kakak,2,Pengecekan via Direct Message,0.8967883978016935,0.008363846955068742,0.00835788888925374,0.8967883978016935,0.06973679938445694,0.008353749663700179,0.00839931730582708
tokopedia,"@radenmasBrozo77 @TokopediaCare Hai kak, coba kamu informasikan secara detail lewat live chat yang ada di apps Tokopedia ya kak",hai kakak coba kamu informasikan secara detail lewat _l_i_v_e_ _c_h_a_t_ yang ada di apps tokopedia ya kakak,2,Pengecekan via Direct Message,0.9535214732967359,0.009297471579588346,0.009286346706273466,0.9535214732967359,0.009293671780250654,0.009273835069122183,0.00932720156802938
velyaaayy,"Temen nitip alamat untuk order barang dari @TokopediaCare &amp; pake @gojekindonesia instant krna barang elektronik biar cepet sampe. Eh taunya driver tidak amanah, barang hampir 20juta ini raib dicolong driver 😂👊 mau ambil di ruang paket kata yg jaga gada yg terima🥲",temen nitip alamat untuk order barang dari amp pakai instant karena barang elektronik biar cepat sampai eh taunya driver tidak_amanah barang hampir 20juta ini raib dicolong driver mau ambil di ruang paket kata yang jaga tidak_ada yang terima,3,Durasi Pengiriman Barang,0.828102893063529,0.14139285125268816,0.00760866786226023,0.007594704777846417,0.828102893063529,0.0077042667398598205,0.0075966163038164065
JNECare,"@ditanantaboga @TokopediaCare Hai kak Ananta.Atas ketidaknyamanan yg dialami kami mohon maaf kak, untuk info lebih lanjut kami teruskan via DMnya ya kak. Trims ^Ardo",hai kakak ananta atas ketidaknyamanan yang dialami kami _m_o_h_o_n_ _m_a_a_f_ kakak untuk info lebih lanjut kami teruskan _v_i_a_ _d_m_ nya ya kakak _t_e_r_i_m_a_ _k_a_s_i_h_ ardo,1,Protokol Standar Customer Service,0.8992044087926414,0.007611485654027942,0.8992044087926414,0.07035724667475603,0.007616381206509629,0.00759917433022866,0.0076113033418366265
tokopedia,"@Zainkyageng57 Hai kak, jika terjadi kendala kamu bisa ke live chat di apps Tokopedia atau kirim invoice nya dan jangan lupa tag @tokopediacare ya kak",hai kakak jika terjadi kendala kamu bisa ke _l_i_v_e_ _c_h_a_t_ di apps tokopedia atau kirim invoice nya dan jangan_lupa tag ya kakak,2,Pengecekan via Direct Message,0.8967883978016935,0.008363846955068742,0.00835788888925374,0.8967883978016935,0.06973679938445694,0.008353749663700179,0.00839931730582708
CCICPolri,"@xtrsyz @tokopedia @TokopediaCare @aduanPPI @3CareIndonesia @indosat @CareIM3 Halo sobat siber
Terimakasih atas informasinya.
Kami akan melakukan pendalaman dan penyelidikan terhadap kasus yang dimaksud
Jika ada informasi lain yang perlu kami tindak lanjuti silahkan menghubungi kami melalui https://t.co/suAY7gQLYI
Terimakasih🙏🏻  
#SalamPresisi",halo sobat siber _t_e_r_i_m_a_ _k_a_s_i_h_ atas informasinya kami akan melakukan pendalaman dan penyelidikan terhadap kasus yang dimaksud jika ada informasi lain yang perlu kami _t_i_n_d_a_k_ _l_a_n_j_u_t_i silahkan menghubungi kami melalui _t_e_r_i_m_a_ _k_a_s_i_h_,1,Protokol Standar Customer Service,0.5842609992271114,0.38659732665526664,0.5842609992271114,0.0073090043056171315,0.007300762591664843,0.00727084703394463,0.007261060186395418
BNI,"@margimargin @BNICustomerCare @TokopediaCare @tokopedia Hai Kak @margimargin, mimin turut senang mendengar dana Kakak sudah kembali ya😊. Terima kasih sudah menggunakan layanan Media Sosial BNI, sehat selalu ya Kak. Tks -CX Velma",hai kakak mimin turut senang mendengar dana kakak sudah kembali ya _t_e_r_i_m_a_ _k_a_s_i_h_ sudah menggunakan layanan media sosial bni _s_e_h_a_t_ _s_e_l_a_l_u_ ya kakak _t_e_r_i_m_a_ _k_a_s_i_h_ cx velma,1,Protokol Standar Customer Service,0.4679888332705819,0.07621590555349499,0.4679888332705819,0.00797454781886831,0.007952263382342024,0.007971249208933006,0.4318972007657798
mandiricare,"@amirulhakeem5 @911zoeiscalling @alfianto @TokopediaCare @amirulhakeem5 Halo Bpk/Ibu, akun @mandiricareshop ini BUKAN akun resmi Bank Mandiri. Jangan memberikan data rahasia dengan alasan apapun. Akun resmi Bank Mandiri terdapat centang emas yang hanya terletak di sebelah kanan nama akun, bukan dalam gambar profile picture",halo bpk ibu akun ini bukan__a_k_u_n_ _r_e_s_m_i_ bank mandiri jangan_memberikan data rahasia dengan alasan apapun _a_k_u_n_ _r_e_s_m_i_ bank mandiri terdapat centang emas yang hanya terletak di sebelah kanan nama akun bukan_dalam gambar profile picture,0,Operasional Kurir dan Transaksi Pengiriman,0.9240127384849873,0.9240127384849873,0.0151666387656396,0.015181494076917107,0.01521490242464917,0.015257012147869304,0.015167214099937631
mandiricare,"@911zoeiscalling @alfianto @TokopediaCare @911zoeiscalling Halo Bpk/Ibu, mohon menunggu pesan ini akan segera kami balas. Akun resmi Bank Mandiri terdapat centang emas (verified) yang terletak di sebelah kanan nama akun. Jangan memberikan data rahasia seperti PIN, 3 angka CVV belakang kartu, MPIN, Password, OTP kepada",halo bpk ibu mohon menunggu pesan ini akan segera kami balas _a_k_u_n_ _r_e_s_m_i_ bank mandiri terdapat centang emas verified yang terletak di sebelah kanan nama akun jangan_memberikan data rahasia seperti pin 3 angka cvv belakang kartu mpin password _k_o_d_e_ _o_t_p_ kepada,0,Operasional Kurir dan Transaksi Pengiriman,0.4446463152258713,0.4446463152258713,0.17263173332848863,0.2559062553415873,0.10447259451388208,0.011216061224564144,0.011127040365606605
BNI,"@margimargin @BNICustomerCare @TokopediaCare @tokopedia Hai Kak @margimargin, maaf ya udah buat Kakak menunggu 🙏. Baik Kak. DM Kakak akan mimin respon. Mohon sabar menunggu ya.

Pastikan X (Twitter) resmi BNI centang emas (verified) di sebelah nama akun (bukan photo profile) dan WA resmi BNI 0811-588-1946, BNI Call 1500046 tanpa",hai kakak maaf ya sudah buat kakak menunggu baik kakak dm kakak akan mimin respon mohon sabar menunggu ya pastikan x twitter resmi bni centang emas verified di sebelah nama akun bukan_photo profile dan wa resmi bni 0811 588 1946 bni call 150046 tanpa,2,Pengecekan via Direct Message,0.45807335474005245,0.09889509107508067,0.006478626565217475,0.45807335474005245,0.00643606294782606,0.0064380961409820185,0.42367876853084135
BNI,"@margimargin @BNICustomerCare @TokopediaCare @tokopedia Hai Kak @margimargin, maaf buat kendalanya ya Kak 😥. Untuk keluhan Kakak, agar dapat mimin bantu cek, Kakak bisa sampaikan kembali detailnya melalui DM ya. 

Selalu jaga kerahasiaan data pribadi Kakak. Hati-hati terhadap info kontak yang mengatasnamakan BNI pada website umum. X",hai kakak maaf buat kendalanya ya kakak untuk keluhan kakak agar dapat mimin bantu cek kakak bisa sampaikan kembali detailnya _m_e_l_a_l_u_i_ _d_m_ ya selalu jaga kerahasiaan data pribadi kakak hati hati terhadap info kontak yang mengatasnamakan bni pada website umum x,5,Penawaran Bantuan Resolusi,0.3880882334550647,0.22235456239243992,0.3738518766224306,0.0052632803625673125,0.005222210304194103,0.005219836863303456,0.3880882334550647
Kardusajah,"@gojekindonesia 
@gojektech 
@tokopedia 
@TokopediaCare 
@ShopeeID 
Diperbaiki dong sistem nya. 
Orderan melayang ke driver dimana toko belum buka.",diperbaiki sistem nya orderan melayang ke driver dimana toko belum_buka,3,Durasi Pengiriman Barang,0.860339586790309,0.027919180977237903,0.0277778003198321,0.02810775516615008,0.860339586790309,0.027935916170895293,0.027919760575575474
BNI,"@margimargin @BNICustomerCare @TokopediaCare @tokopedia Hai Kak @margimargin, maaf ya udah buat Kakak gak nyaman 🙏. Mengenai keluhan transaksi yang Kakak alami, jika statusnya sudah terkirim ke penampungan dana maka Kakak bisa konfirmasi kembali ke pihak penampung dana ya.

Pastikan X (Twitter) resmi BNI centang emas (verified) di",hai kakak maaf ya sudah buat kakak tidak_nyaman mengenai keluhan transaksi yang kakak alami jika statusnya sudah terkirim ke penampungan dana maka kakak bisa konfirmasi kembali ke pihak penampung dana ya pastikan x twitter resmi bni centang emas verified di,5,Penawaran Bantuan Resolusi,0.5165931928517089,0.30162422921935217,0.16499523117038983,0.0056100477468108865,0.00558650041997897,0.005590798591759212,0.5165931928517089
BNI,"@Im__Moana @neosajak @BNICustomerCare @tokopedia @TokopediaCare Hai Kak @Im__Moana, maaf ya atas kendalanya 🙏. Mengenai keluhan transaksi yang Kakak alami, agar mimin bantu cek, bisa Kakak infokan detailnya melalui DM ya.

Akun resmi X (Twitter) BNI centang emas (verified) di sebelah nama akun (bukan photo profile). Hati-hati pada info",hai kakak maaf ya atas kendalanya mengenai keluhan transaksi yang kakak alami agar mimin bantu cek bisa kakak infokan detailnya _m_e_l_a_l_u_i_ _d_m_ ya _a_k_u_n_ _r_e_s_m_i_ x twitter bni centang emas verified di sebelah nama akun bukan_photo profile hati hati pada info,5,Penawaran Bantuan Resolusi,0.5025515392053185,0.22867335934039923,0.2525500038363215,0.005435664853680431,0.005397602382635348,0.005391830381645099,0.5025515392053185
BNI,"@galen_nio @neosajak @BNICustomerCare @tokopedia @TokopediaCare Hai Kak @galen_nio, maaf ya udah buat Kakak nggak nyaman 🙁. Jangan khawatir Kak, mimin bantu buatkan laporannya ya guna pengecekan lebih lanjut, Kakak bisa infoin detail kendala dan transaksinya melalui DM ya Kak.

Pastikan X (Twitter) resmi BNI centang emas (verified) di",hai kakak maaf ya sudah buat kakak tidak_nyaman jangan_khawatir kakak mimin bantu buatkan laporannya ya guna _p_e_n_g_e_c_e_k_a_n_ _l_e_b_i_h_ _l_a_n_j_u_t_ kakak bisa informasikan detail kendala dan transaksinya _m_e_l_a_l_u_i_ _d_m_ ya kakak pastikan x twitter resmi bni centang emas verified di,5,Penawaran Bantuan Resolusi,0.9711332292651725,0.00576118796322159,0.005787993436468426,0.0057901759089964994,0.005762906441886531,0.0057645069842544965,0.9711332292651725
JNECare,"@Juannn_074 @TokopediaCare Hai kak Juan, mohon maaf atas ketidaknyamanannya. Perihal paketnya akan disampaikan via DM. Mohon ditunggu infonya ya kak :) Thanks ^Deka",hai kakak juan _m_o_h_o_n_ _m_a_a_f_ _a_t_a_s_ _k_e_t_i_d_a_k_n_y_a_m_a_n_a_n_n_y_a_ perihal paketnya akan disampaikan _v_i_a_ _d_m_ mohon ditunggu infonya ya kakak _t_e_r_i_m_a_ _k_a_s_i_h_ deka,1,Protokol Standar Customer Service,0.9560719665983421,0.008776495548945558,0.9560719665983421,0.008801680185500094,0.008774561449566561,0.008778671000193475,0.008796625217452104
BNI,"@neosajak @BNICustomerCare @tokopedia @TokopediaCare Hai Kak @neosajak, maaf ya udah buat Kakak nggak nyaman 🙁. Jangan khawatir Kak, mimin bantu buatkan laporannya ya guna pengecekan lebih lanjut, Kakak bisa infoin detail kendala dan transaksinya melalui DM ya Kak.

Pastikan X (Twitter) resmi BNI centang emas (verified) di sebelah",hai kakak maaf ya sudah buat kakak tidak_nyaman jangan_khawatir kakak mimin bantu buatkan laporannya ya guna _p_e_n_g_e_c_e_k_a_n_ _l_e_b_i_h_ _l_a_n_j_u_t_ kakak bisa informasikan detail kendala dan transaksinya _m_e_l_a_l_u_i_ _d_m_ ya kakak pastikan x twitter resmi bni centang emas verified di sebelah,5,Penawaran Bantuan Resolusi,0.9711332292651725,0.00576118796322159,0.005787993436468426,0.0057901759089964994,0.005762906441886531,0.0057645069842544965,0.9711332292651725
BNI,"@neosajak @BNICustomerCare @tokopedia @TokopediaCare Hai Kak @neosajak, maaf atas kendalanya ya Kak ☹. Agar keluhan  yang Kakak alami bisa mimin tindaklankjuti, silakan Kakak informasikan datanya melali DM ke mimin ya.

Jaga selalu kerahasiaan data pribadi Kakak, jangan infoin password e-Banking, klik link/email/dokumen yang ngaku",hai kakak maaf atas kendalanya ya kakak agar keluhan yang kakak alami bisa mimin tindaklankjuti silakan kakak informasikan datanya melali dm ke mimin ya jaga selalu kerahasiaan data pribadi kakak jangan_informasikan password e banking klik link email dokumen yang ngaku,5,Penawaran Bantuan Resolusi,0.6873033587535099,0.14770952593864922,0.1456535539529263,0.006473632384649023,0.006432857256229683,0.006427071714035872,0.6873033587535099
mandiricare,"@Nurulhexa @TokopediaCare @Nurulhexa Halo Sahabat @Nurulhexa, mohon maaf atas ketidaknyamanannya. Apabila mengalami kendala transaksi pembayaran dengan sumber dana Bank Mandiri maka mohon kesediaannya mengirimkan pesan melalui DM agar dapat dilakukan pengecekan lebih lanjut ya. 
 
Sahabat, mohon dapat",halo sahabat _m_o_h_o_n_ _m_a_a_f_ _a_t_a_s_ _k_e_t_i_d_a_k_n_y_a_m_a_n_a_n_n_y_a_ apabila mengalami kendala transaksi pembayaran dengan sumber dana bank mandiri maka mohon kesediaannya mengirimkan pesan _m_e_l_a_l_u_i_ _d_m_ agar dapat dilakukan _p_e_n_g_e_c_e_k_a_n_ _l_e_b_i_h_ _l_a_n_j_u_t_ ya sahabat mohon dapat,1,Protokol Standar Customer Service,0.4112792637728428,0.34603052631194947,0.4112792637728428,0.006429040592505008,0.006411949095121408,0.006416705813157776,0.22343251441442358
Ha_Eun_Beauty,"@iamretardio @TokopediaCare @tokopedia hamin juga panikk :"" tiba tiba tokonya ilang 😭😭",hamin juga panikk tiba tiba tokonya hilang,3,Durasi Pengiriman Barang,0.6122164121434751,0.033472176841733876,0.033333359912557516,0.033333415816340015,0.6122164121434751,0.25431127260518716,0.03333336268070636
devinacahya48,"tokopedia seller saya kena banned kah? :"")) @tokopedia @TokopediaCare help https://t.co/PSifLBS6ij",tokopedia seller saya kena banned kah help,3,Durasi Pengiriman Barang,0.5207373852751687,0.027800727675031327,0.027777802210556823,0.027936601196233063,0.5207373852751687,0.36796967928809,0.027777804354920162
Hakimiszme,@TokopediaCare  tokopedia seller error kah ?,tokopedia seller error kah,3,Durasi Pengiriman Barang,0.4978931411506999,0.041727956701183844,0.041666710663927235,0.04210287419559489,0.4978931411506999,0.3349426028333038,0.04166671445529031
BPJSKesehatanRI,"@stevenwijayaa @TokopediaCare Salam Sehat. Silakan Sahabat konfirmasi ke Kanal pembayaran Sahabat. Silakan Sahabat dapat melakukan pengecekan tagihan melalui WhatsApp Pandawa di link https://t.co/JRPzUNUTTM pada menu ""Informasi"". Terima kasih. :) -sari",salam sehat silakan sahabat konfirmasi ke kanal pembayaran sahabat silakan sahabat dapat melakukan pengecekan tagihan melalui whatsapp pandawa di link pada menu informasi _t_e_r_i_m_a_ _k_a_s_i_h_ sari,0,Operasional Kurir dan Transaksi Pengiriman,0.5468748107773166,0.5468748107773166,0.4159523282664159,0.00928210737934,0.009285507235313073,0.00929431622849331,0.009310930113121235
tokopedia,"@Tevhay Hai kak, terkait perihal tersebut kamu bisa cek secara berkala atau kirim nomor invoice nya dikomen ini dan jangan lupa mention @tokopediacare ya kak",hai kakak terkait perihal tersebut kamu bisa _c_e_k_ _s_e_c_a_r_a_ _b_e_r_k_a_l_a_ atau _k_i_r_i_m_ _n_o_m_o_r_ _i_n_v_o_i_c_e_ nya dikomen ini dan jangan_lupa mention ya kakak,2,Pengecekan via Direct Message,0.6578861864939171,0.23063058267892173,0.008032285724952421,0.6578861864939171,0.007962636232873273,0.008030418425654835,0.0874578904436808
JNECare,@zangpisankk @dakusum @tokopedia @TokopediaCare @paxelco_ Mohon maaf kak. Perihal tsb sudah admin respon via DM ya. Thanks ^Mika,_m_o_h_o_n_ _m_a_a_f_ kakak perihal tersebut sudah admin respon _v_i_a_ _d_m_ ya _t_e_r_i_m_a_ _k_a_s_i_h_ mika,1,Protokol Standar Customer Service,0.9403280708555521,0.01192803276330532,0.9403280708555521,0.011948944709159746,0.011918933087689133,0.011938222044828715,0.011937796539464952
Kardusajah,"Kepada @TokopediaCare @tokopedia @gojekindonesia @gojektech 
Minta tolong untuk stop orderan ini dari pagi ini orderan gk berhenti. Toko tsb setiap hari minggu dan libur nasional TUTUP. Tolong sekali lagi di STOP orderannya. https://t.co/GnkigWTgqE",kepada minta tolong untuk stop orderan ini dari pagi ini orderan tidak_berhenti toko tersebut setiap hari minggu dan libur nasional tutup tolong sekali lagi di stop orderannya,4,Keluhan Status Pelacakan,0.5636158363758754,0.1797144105820036,0.009851158298466056,0.009846630165643805,0.2271547525106185,0.5636158363758754,0.009817212067392597
JNECare,"@zangpisankk @dakusum @tokopedia @TokopediaCare @paxelco_ Hai kak, mohon maaf atas kendala yang dialami. Perihal kirimannya sudah admin sampaikan melalui DM ya kak. Thanks ^Aura",hai kakak _m_o_h_o_n_ _m_a_a_f_ atas kendala yang dialami perihal kirimannya sudah admin sampaikan _m_e_l_a_l_u_i_ _d_m_ ya kakak _t_e_r_i_m_a_ _k_a_s_i_h_ aura,1,Protokol Standar Customer Service,0.9579870475289384,0.008375349819455905,0.9579870475289384,0.008405010196679606,0.008360022302461098,0.008348360244009258,0.00852420990845586
